"_ACTIVITY_ACTIONTYPE_SESEVENT_EVENT_EDITTICKETDATE";"Een ticketdatum voor een evenement bewerken."
"_ACTIVITY_ACTIONTYPE_SESEVENT_EVENT_EDITLOCATION";"Event locatie bewerken."
"_ACTIVITY_ACTIONTYPE_SESEVENT_EVENT_EDITEVENTOVERVIEW";"Gebeurtenis overzicht bewerken."
"_ACTIVITY_ACTIONTYPE_SESEVENT_EVENT_EDITEVENTDATE";"Datum evenement bewerken."
"_ACTIVITY_ACTIONTYPE_SESEVENT_EVENT_CREATETICKET";"Een ticket voor een evenementen maken."
"_ACTIVITY_ACTIONTYPE_SESEVENT_CREATE";"Nieuwe evenementen."
"_ACTIVITY_ACTIONTYPE_SESADVANCEDACTIVITY_EVENT_SHARE";"wanneer iemand een activiteit over een evenement deelt."
"Which of the following things do you want to have published about you in the recent activity feed? Note that changing this setting will only affect future news feed items.";"Welke van de volgende dingen wilt u over u hebben gepubliceerd in de recente activiteiten-feed? Houd er rekening mee dat het wijzigen van deze instelling alleen van invloed is op toekomstige nieuws-feed-items."
"Only Me";"Alleen ik"
"_EMAIL_SESGDPR_CONSENT_USER_TITLE";"New Form Submission for GDPR related request"
"_EMAIL_SESGDPR_ADMIN_REPLY_TITLE";"Reply to Members Who Contacted Admin through GDPR related form"
"_EMAIL_JOIN_LEAVE_SPOT_AVAILABILITY_TITLE";"Event Spot availability"
"Payment Pending";"Payment Pending"
"_EMAIL_SESEVENT_PAYMENT_TICKET_PENDING_TITLE";"Event Ticket Payment Pending
"
"_EMAIL_SESEVENT_TIKETS_DETAILS_TITLE";"Event Ticket Details to Buyer"
"_EMAIL_SESEVENT_TIKETINVOICE_BUYER_TITLE";"Event Ticket Invoice to Buyer
"
"_EMAIL_SESEVENT_RSVP_CHANGE_TITLE";"RSVP Change"
"_EMAIL_SESEVENT_SPONSORSHIPPAYMENT_REQUESTADMIN_TITLE";"Sponsorship Payment Request By Event Owner
"
"_EMAIL_SESEVENT_SPONSORSHIPPURCHASED_EVENTOWNER_TITLE";"Event Sponsorship Purchased for Event Owner
"
"_EMAIL_SESEVENT_TICKETPAYMENT_ADMINREQUESTAPPROVED_TITLE";"Ticket Payment Request Approve By Admin"
"_EMAIL_SESEVENT_TICKETPAYMENT_ADMINREQUESTCANCEL_TITLE";"Ticket Payment Request Cancel By Admin"
"_EMAIL_SESCREDIT_APPROVE_UPGRADE_REQUEST_TITLE";"Membership Upgrade Approval"
"_EMAIL_SESCREDIT_REJECT_UPGRADE_REQUEST_TITLE";"Membership Upgrade Rejection"
"_EMAIL_SESCREDIT_SEND_UPGRADE_REQUEST_TITLE ";" New Membership Upgrade Request"
"_EMAIL_SESCREDIT_SEND_POINT_TITLE";"User received Credit points"
"_EMAIL_SESCREDIT_PURCHASE_POINT_TITLE";"Credits Points Purchased"
"_EMAIL_SESCREDIT_SEND_BY_SITE_TITLE";"Admin sent credit points to member"
"_EMAIL_SESCREDIT_RECEIVED_REFERRAL_POINT_TITLE";"New Referral Points"
"_EMAIL_SESCREDIT_PURCHASED_POINT_SUCCESS_TITLE";"Purchasing Credits Points Successful"
"_EMAIL_SESCREDIT_SEND_UPGRADE_REQUEST_SUBJECT";"New Membership Upgrade Request"
"ACTIVITY_TYPE_COMMENTED";"When people comment on things I post."
"ACTIVITY_TYPE_COMMENTED_COMMENTED";"When people comment on the same thing as me."
"ACTIVITY_TYPE_LIKED";"When people like things I post."
"ACTIVITY_TYPE_LIKED_COMMENTED";"When I receive a message."
"ACTIVITY_TYPE_POST_USER";"When people post on my profile."
"ACTIVITY_TYPE_SHARED";"When activity feed item is shared."
"ACTIVITY_TYPE_GROUP_ACCEPTED";"When my request to join a group is approved."
"ACTIVITY_TYPE_GROUP_APPROVE";"When someone requests to join a group I created."
"ACTIVITY_TYPE_GROUP_DISCUSSION_REPLY";"When people reply to discussion topics that I've replied to."
"ACTIVITY_TYPE_SESEVENT_DISCUSSION_REPLY";"When people reply to discussion topics that I've replied to."
"ACTIVITY_TYPE_GROUP_DISCUSSION_RESPONSE";"When people reply to discussion topics that I create."
"ACTIVITY_TYPE_SESEVENT_DISCUSSION_RESPONSE";"When people reply to discussion topics that I create."
"ACTIVITY_TYPE_PAYMENT_SUBSCRIPTION_CHANGED";"When your plan is changed"
"ACTIVITY_TYPE_PAYMENT_SUBSCRIPTION_EXPIREDSOON";"When plan is about to expire"
"ACTIVITY_TYPE_SESADVANCEDACTIVITY_REACTED_ANGR";"When someone reacted HAHA"
"ACTIVITY_TYPE_SESADVANCEDACTIVITY_REACTED_LOVE";"When someone reacted Love"
"ACTIVITY_TYPE_SESADVANCEDACTIVITY_REACTED_SAD";"When someone reacted Sad"
"ACTIVITY_TYPE_SESADVANCEDACTIVITY_REACTED_WOW";"When someone reacted Wow"
"ACTIVITY_TYPE_SESADVANCEDACTIVITY_SCHEDULED_LI";"When someone schedule post live."
"ACTIVITY_TYPE_SESADVANCEDACTIVITY_TAGGED_ITEM";"When someone tagged your content"
"ACTIVITY_TYPE_SESADVANCEDACTIVITY_TAGGED_PEOPL";"When someone tagged me in post."
"ACTIVITY_TYPE_SESADVANCEDCOMMENT_REPLYCOMMENT";"When someone reply comment"
"ACTIVITY_TYPE_SESADVANCEDCOMMENT_TAGGED_PEOPLE";"When someone mention me in a comment."
"ACTIVITY_TYPE_NOTIFY_SESCREDIT_APPROVE_UPGRADE_REQUEST";"When my membership upgrade request is approved."
"ACTIVITY_TYPE_NOTIFY_SESCREDIT_REJECT_UPGRADE_REQUEST";"When my membership upgrade request is rejected."
"ACTIVITY_TYPE_SESEVENT_ACCEPTED";"When my request to attend an event is approved."
"ACTIVITY_TYPE_SESEVENT_APPROVE";"When someone request to join my event."
"ACTIVITY_TYPE_SESEVENT_EDITVENUE";"When someone edit event venue."
"ACTIVITY_TYPE_SESEVENT_EVENTFOLLOW";"When someone edit event venue."
"ACTIVITY_TYPE_SESEVENT_EVENTSAVE";"When someone save an event."
"ACTIVITY_TYPE_SESEVENT_EVENT_ADMINPAYMENTAPPROVE";"When admin approve event ticket payment."
"ACTIVITY_TYPE_SESEVENT_EVENT_ADMINPAYMENTCANCEL";"When event ticket payment is cancelled."
"ACTIVITY_TYPE_SESEVENT_EVENT_PAYMENTREQUEST";"When payment is requested."
"ACTIVITY_TYPE_SESEVENT_EVENT_TICKETPURCHASED";"When some purchase event tickets."
"ACTIVITY_TYPE_SESEVENT_FAVOURITE_EVENT";"When someone mark an event as favourite."
"ACTIVITY_TYPE_SESEVENT_FAVOURITE_EVENTHOST";"When someone marks event host as favourite."
"ACTIVITY_TYPE_SESEVENT_FAVOURITE_LIST";"When someone marks list of events as favourite."
"ACTIVITY_TYPE_SESEVENT_FAVOURITE_EVENTLIST";"When someone marks list of events as favourite."
"ACTIVITY_TYPE_SESEVENT_FAVOURITE_EVENTSPEAKER";"When someone marks event speaker as favourite."
"ACTIVITY_TYPE_SESEVENT_LIKE_EVENT";"When someone likes an event."
"ACTIVITY_TYPE_SESEVENT_LIKE_EVENTALBUM";"When someone likes an event album."
"ACTIVITY_TYPE_SESEVENT_LIKE_EVENTHOST";"When someone likes an event host."
"ACTIVITY_TYPE_SESEVENT_LIKE_EVENTLIST";"When someone likes list of an events."
"ACTIVITY_TYPE_SESEVENT_LIKE_EVENTPHOTO";"When someone likes an event photo."
"ACTIVITY_TYPE_SESEVENT_LIKE_EVENTSPEAKER";"When someone likes an event speaker."
"ACTIVITY_TYPE_SESEVENT_SITEFRIEND_ASHOST";"When site member is made host of an event."
"ACTIVITY_TYPE_SESADVANCEDACTIVITY_REACTED_HAHA";"When someone reacted HAHA"
"ACTIVITY_TYPE_SESADVANCEDCOMMENT_TAGGEDREPLY_PEOPLE";"When someone mention me in a reply on comment."
"ACTIVITY_TYPE_SESADVANCEDCOMMENT_TAGGEDREPLY_P";"When someone tagged me on comment Reply post."
"_EMAIL_NOTIFY_COMMENTED_TITLE";"Comment"
"_EMAIL_NOTIFY_COMMENTED_COMMENTED_TITLE";"Also Commented"
"_EMAIL_NOTIFY_LIKED_TITLE";"Like"
"_EMAIL_NOTIFY_LIKED_COMMENTED_TITLE";"Comment on Liked"
"_EMAIL_NOTIFY_GROUP_ACCEPTED_TITLE";"Group Approved"
"_EMAIL_NOTIFY_GROUP_APPROVE_TITLE";"Group Request"
"_EMAIL_NOTIFY_GROUP_DISCUSSION_REPLY_TITLE";"Group Discussion Reply"
"_EMAIL_NOTIFY_GROUP_DISCUSSION_RESPONSE_TITLE";"Group Discussion Response"
"_EMAIL_NOTIFY_GROUP_INVITE_TITLE";"Group Invitation"
"_EMAIL_NOTIFY_GROUP_PROMOTE_TITLE";"Group Promotion"
"_EMAIL_NOTIFY_SESEVENT_ACCEPTED_TITLE";"Event Approved"
"_EMAIL_NOTIFY_SESEVENT_PAYMENT_SUCCESS_TITLE";"Your Tickets Registration Numbers"
"_EMAIL_NOTIFY_SESEVENT_APPROVE_TITLE";"Event Request"
"_EMAIL_NOTIFY_SESEVENT_DISCUSSION_RESPONSE_TITLE";"Event Discussion Response"
"_EMAIL_NOTIFY_SESEVENT_DISCUSSION_REPLY_TITLE";"Event Discussion Reply"
"_EMAIL_NOTIFY_SESEVENT_INVITE_TITLE";"Event Invitation"
"_EMAIL_SESEVENT_EVENT_CREATE_TITLE";"Event Create"
"_EMAIL_SESEVENT_TICKETPURCHASED_EVENTOWNER_TITLE";"Event Ticket Purchased for Event Owner"
"_EMAIL_SESEVENT_TICKETPAYMENT_REQUESTADMIN_TITLE";"Ticket Payment Request By Event Owner"
"_EMAIL_SESEVENT_SPONSORSHIPPAYMENT_ADMINREQUESTCANCEL_TITLE";"Sponsorship Payment Request Cancel By Admin"
"_EMAIL_SESEVENT_SPONSORSHIPPAYMENT_ADMINREQUESTAPPROVED_TITLE";"Sponsorship Payment Request Approve By Admin"
"_EMAIL_USER_ACCOUNT_APPROVED_TITLE";"Member Account Approved"
"_EMAIL_NOTIFY_FRIEND_FOLLOW_REQUEST_TITLE";"Follow Request"
"_EMAIL_NOTIFY_POST_USER_TITLE";"Post on Profile"
"_EMAIL_NOTIFY_TAGGED_TITLE";"Tagged"
"_EMAIL_USER_OTP_TITLE";"Two Step Authentication"
"_EMAIL_USER_DELETEOTP_TITLE";"Two Step Authentication for Account Deletion"
"SESADVLIKE";"Like"
"SESADVLIKEC";"Like"
"CommentsSESADV";"Comments"
"CommentSESADV";"Comment"
"SESADVCOMMMENT";"Comment"
"SESADVUNLIKE";"Unlike"
"ACTIVITY_TYPE_SESADVANCEDACTIVITY_SCHEDULED_LIVE";"When my schedule post is live."
"ACTIVITY_TYPE_SESADVANCEDACTIVITY_TAGGED_PEOPLE";"When someone tag me in a post."
"ACTIVITY_TYPE_SESADVANCEDACTIVITY_TAGGED_Item";"When someone tag me in a post."
"ADMIN_ACTIVITY_TYPE_SESADVANCEDACTIVITY_EVENT_SHARE";"When a user (subject) share an activity event."
"SESADVMESSAGE";"Message"
"SESADVSHARE";"Share"
"SESADVUNLIKEC";"Unlike"
"SESADVREPLY";"Reply"
"ACTIVITY_TYPE_SESADVANCEDACTIVITY_REACTED_ANGRY";"When someone reacted Angry"
"_EMAIL_CORE_VERIFICATION_SUBJECT";"dan+doen+we+dat - Email Verification"
"_EMAIL_CORE_VERIFICATION_BODYHTML";"<p>[header]<br> <br>Wat&nbsp;leuk&nbsp;dat je je&nbsp;hebt aangemeld&nbsp;bij dan+doen+we+dat Activiteiten en Uitgaan.</p>
<p>Klik&nbsp;op de&nbsp;volgende link om uw e-mail&nbsp;adres&nbsp;te verifi&euml;ren:</p>
<p><br> http://[host][object_link]<br> <br> Email: [email]</p>
<p>&nbsp;</p>
<p><br> [footer]</p>"
"_EMAIL_CORE_VERIFICATION_PASSWORD_SUBJECT";"dan+doen+we+dat - Email Verification"
"_EMAIL_CORE_VERIFICATION_PASSWORD_BODYHTML";"<p>[header] Bedankt voor je deelname aan ons netwerk.</p>
<p>&nbsp;</p>
<p>Klik op de volgende link om uw e-mailadres te verifi&euml;ren en door te gaan:</p>
<p>&nbsp;</p>
<p>http://[host][object_link]</p>
<p>&nbsp;</p>
<p>Email: [email]</p>
<p>Password: [password]</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>[footer]</p>"
"_EMAIL_USER_OTP_SUBJECT";"dan+doen+we+dat - Two Step Authentication"
"_EMAIL_USER_OTP_BODYHTML";"<p>[header]<br> <br> Verify your email address by using the below verification code and continue.</p>
<p>It will expire in 1 hour.</p>
<p><br> Verification Code: [code]<br> <br> [footer]</p>"
"_EMAIL_USER_ACCOUNT_APPROVED_SUBJECT";"Your account has been approved."
"_EMAIL_USER_ACCOUNT_APPROVED_BODYHTML";"<p>[header]<br> <br>Bedankt voor je aanmelding bij dan+doen+we+dat!</p>
<p>Your account has been approved, Welcome.<br><br><br>Please click the following link to sign in:<br> <br> http://[host][object_link]</p>
<p><br><br>Om de kans op gelijkgestemden tijdens de events zo groot mogelijk te maken, controleert&nbsp;ons systeem voortdurend op: <br><br> &bull; Herkenbare profielfoto<br> &bull; Volledig ingevulde profielen<br> &bull; Balans in de verschillende leeftijdscategorie&euml;n&nbsp;en regio's<br> &bull; Balans mannen en vrouwen&nbsp;<br> &bull; Balans&nbsp;m.b.t. verschillende interesses<br> &bull; Balans nieuwe versus leden die al langer lid zijn.&nbsp;<br><br><br>-----------------------------------------------------------------------------------------------------------------------<br>Het kan&nbsp;dus voorkomen dat je tijdelijk je lidmaatschap niet kunt verlengen. <br><br>Geen paniek.&nbsp;<br><br>Zodra er&nbsp;plek vrij komt&nbsp;ontvang je direct een bericht via e-mail om alsnog mee te doen.&nbsp;<br>-----------------------------------------------------------------------------------------------------------------------<br><br><br> [footer]</p>"
"_EMAIL_HEADER_SUBJECT";""
"_EMAIL_HEADER_BODYHTML";"Hallo,"
"_EMAIL_INVITE_SUBJECT";"Je hebt een uitnodiging ontvangen om lid te worden van dan+doen+we+dat"
"_EMAIL_INVITE_BODYHTML";"<p>[header] Je bent uitgenodigd door&nbsp; [sender_title] om lid te worden van dan+doen+we+dat. <br>Volg de onderstaande link om lid te worden:</p>
<p><br> http://[host][object_link]</p>
<p>-----------------------------------------------------------------------------------------------------------------------<br>[message]<br><br>Wanneer je binnen 48 uur geen bevestigingsmail ontvangt is er helaas momenteel geen plek. Het kan&nbsp;dus voorkomen dat je tijdelijk geen lid kunt worden. Geen paniek.&nbsp;Zodra er&nbsp;plek vrij komt&nbsp;ontvang je direct een bericht via e-mail om alsnog mee te doen.</p>
<p>-----------------------------------------------------------------------------------------------------------------------<br><br><br>Mocht je toch geen email ontvangen, kijk dan even in je spam folder voor dat je contact met ons opneemt.&nbsp;&nbsp;</p>
<p>[footer]</p>"
"_EMAIL_INVITE_CODE_SUBJECT";"Je hebt een uitnodiging ontvangen om lid te worden van dan+doen+we+dat!"
"_EMAIL_INVITE_CODE_BODYHTML";"<p>[header] Je bent uitgenodigd door [sender_title] om lid te worden van dan+doen+we+dat. <br>Volg de onderstaande link om lid te worden:</p>
<p>http://[host][object_link]</p>
<p>-----------------------------------------------------------------------------------------------------------------------</p>
<p>[message]<br><br>Wanneer je binnen 48 uur geen bevestigingsmail ontvangt is er helaas momenteel geen plek. Het kan&nbsp;dus voorkomen dat je tijdelijk geen lid kunt worden. Geen paniek.&nbsp;Zodra er&nbsp;plek vrij komt&nbsp;ontvang je direct een bericht via e-mail om alsnog mee te doen.</p>
<p>-----------------------------------------------------------------------------------------------------------------------</p>
<p>Mocht je toch geen email ontvangen, kijk dan even in je spam folder voor dat je contact met ons opneemt.&nbsp;</p>
<p>[footer]</p>"
"_EMAIL_CORE_WELCOME_PASSWORD_SUBJECT";"Welkom bij dan+doen+we+dat!"
"_EMAIL_CORE_WELCOME_PASSWORD_BODYHTML";"<p>[header]<br> <br><span class=""s1"">Bedankt voor je aanmelding bij dan+doen+we+dat.</span>&nbsp;<br>Klik op de volgende link en voer je gegevens in om in te loggen: <br> <br> http://[host][object_link]<br> <br> Email: [email]<br> Password: [password]</p>
<p>&nbsp;</p>
<p class=""p1""><br> [footer]</p>"
"_EMAIL_CORE_WELCOME_SUBJECT";"Welkom bij dan+doen+we+dat"
"_EMAIL_CORE_WELCOME_BODYHTML";"<p>[header]</p>
<p class=""p1""><span class=""s1"">Bedankt voor je aanmelding bij dan+doen+we+dat.</span>&nbsp;<br>Klik op de volgende link en voer je gegevens in om in te loggen:</p>
<p><br> http://[host][object_link]<br> <br> Email: [email]</p>
<p><br> <br> [footer]</p>"
"_EMAIL_NOTIFY_ADMIN_USER_SIGNUP_SUBJECT";"Someone has joined dan+doen+we+dat!"
"_EMAIL_NOTIFY_ADMIN_USER_SIGNUP_BODYHTML";"<p>Congratulations, someone has joined dan+doen+we+dat. Verwelkom het nieuwe lid op uw site:</p>
<p>[object_title] : http://[host][object_link] Signup Date: [date]</p>"
"_EMAIL_NOTIFY_MESSAGE_NEW_SUBJECT";"Je hebt een nieuw bericht ontvangen van [sender_title]."
"_EMAIL_NOTIFY_MESSAGE_NEW_BODYHTML";"[header] U heeft een nieuw bericht ontvangen van [sender_title]: [object_description] <br><br>Klik op de volgende link om in te loggen en deze te bekijken: http://[host][object_link] [footer]"
"0.00";"0,00"
